{'loss': 0.6931, 'grad_norm': 48.94597244262695, 'learning_rate': 1.0000000000000002e-06, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -153.86524963378906, 'logps/rejected': -184.30587768554688, 'logits/chosen': -3.123195171356201, 'logits/rejected': -3.171485185623169, 'epoch': 0.0}
{'loss': 0.6931, 'grad_norm': 66.3016357421875, 'learning_rate': 2.0000000000000003e-06, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -183.73483276367188, 'logps/rejected': -257.53515625, 'logits/chosen': -3.25705885887146, 'logits/rejected': -3.3055124282836914, 'epoch': 0.0}
{'loss': 0.6902, 'grad_norm': 65.83830261230469, 'learning_rate': 3e-06, 'rewards/chosen': 0.007736348547041416, 'rewards/rejected': 0.0014376868493855, 'rewards/accuracies': 0.375, 'rewards/margins': 0.006298661231994629, 'logps/chosen': -128.3951873779297, 'logps/rejected': -219.69332885742188, 'logits/chosen': -3.2556605339050293, 'logits/rejected': -3.1939380168914795, 'epoch': 0.0}
{'loss': 0.6778, 'grad_norm': 55.2072868347168, 'learning_rate': 4.000000000000001e-06, 'rewards/chosen': -0.006106543820351362, 'rewards/rejected': -0.037667084485292435, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.031560540199279785, 'logps/chosen': -188.97866821289062, 'logps/rejected': -199.48818969726562, 'logits/chosen': -3.189957857131958, 'logits/rejected': -3.2580766677856445, 'epoch': 0.0}
{'loss': 0.6794, 'grad_norm': 59.996070861816406, 'learning_rate': 5e-06, 'rewards/chosen': -0.005528128705918789, 'rewards/rejected': -0.03475151211023331, 'rewards/accuracies': 0.5, 'rewards/margins': 0.029223382472991943, 'logps/chosen': -164.121337890625, 'logps/rejected': -215.36117553710938, 'logits/chosen': -3.2769644260406494, 'logits/rejected': -3.156339168548584, 'epoch': 0.0}
{'loss': 0.6866, 'grad_norm': 52.90986251831055, 'learning_rate': 6e-06, 'rewards/chosen': -0.02917066588997841, 'rewards/rejected': -0.04442112520337105, 'rewards/accuracies': 0.3125, 'rewards/margins': 0.015250456519424915, 'logps/chosen': -225.79043579101562, 'logps/rejected': -239.8312530517578, 'logits/chosen': -3.134810209274292, 'logits/rejected': -3.070160388946533, 'epoch': 0.0}
{'loss': 0.6314, 'grad_norm': 73.38151550292969, 'learning_rate': 7.000000000000001e-06, 'rewards/chosen': -0.012488210573792458, 'rewards/rejected': -0.14488351345062256, 'rewards/accuracies': 0.625, 'rewards/margins': 0.13239531219005585, 'logps/chosen': -224.1089630126953, 'logps/rejected': -293.1856384277344, 'logits/chosen': -2.7642600536346436, 'logits/rejected': -2.8725485801696777, 'epoch': 0.0}
{'loss': 0.6321, 'grad_norm': 61.99771499633789, 'learning_rate': 8.000000000000001e-06, 'rewards/chosen': -0.059844255447387695, 'rewards/rejected': -0.19087667763233185, 'rewards/accuracies': 0.625, 'rewards/margins': 0.13103240728378296, 'logps/chosen': -216.06887817382812, 'logps/rejected': -264.01422119140625, 'logits/chosen': -2.579984188079834, 'logits/rejected': -3.0026731491088867, 'epoch': 0.0}
{'loss': 0.6184, 'grad_norm': 60.22056579589844, 'learning_rate': 9e-06, 'rewards/chosen': -0.09011530131101608, 'rewards/rejected': -0.25473886728286743, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.16462355852127075, 'logps/chosen': -186.38790893554688, 'logps/rejected': -238.90261840820312, 'logits/chosen': -3.2567858695983887, 'logits/rejected': -3.2681987285614014, 'epoch': 0.0}
{'loss': 0.5958, 'grad_norm': 43.9101676940918, 'learning_rate': 1e-05, 'rewards/chosen': -0.09697462618350983, 'rewards/rejected': -0.3256602883338928, 'rewards/accuracies': 0.5, 'rewards/margins': 0.2286856472492218, 'logps/chosen': -226.7542724609375, 'logps/rejected': -304.91815185546875, 'logits/chosen': -3.0648012161254883, 'logits/rejected': -3.2060179710388184, 'epoch': 0.0}
{'loss': 0.5435, 'grad_norm': 46.83089828491211, 'learning_rate': 1.1000000000000001e-05, 'rewards/chosen': -0.10228495299816132, 'rewards/rejected': -0.45576977729797363, 'rewards/accuracies': 0.75, 'rewards/margins': 0.3534848093986511, 'logps/chosen': -209.87100219726562, 'logps/rejected': -262.3049621582031, 'logits/chosen': -3.217717170715332, 'logits/rejected': -3.2301082611083984, 'epoch': 0.0}
{'loss': 0.5173, 'grad_norm': 46.052127838134766, 'learning_rate': 1.2e-05, 'rewards/chosen': -0.1702437400817871, 'rewards/rejected': -0.6203328371047974, 'rewards/accuracies': 0.625, 'rewards/margins': 0.45008906722068787, 'logps/chosen': -246.37266540527344, 'logps/rejected': -265.9226379394531, 'logits/chosen': -3.2421607971191406, 'logits/rejected': -3.256103992462158, 'epoch': 0.0}
{'loss': 0.5063, 'grad_norm': 39.65547561645508, 'learning_rate': 1.3000000000000001e-05, 'rewards/chosen': -0.23372754454612732, 'rewards/rejected': -0.7536746859550476, 'rewards/accuracies': 0.625, 'rewards/margins': 0.5199471116065979, 'logps/chosen': -237.2576446533203, 'logps/rejected': -299.84906005859375, 'logits/chosen': -3.2668557167053223, 'logits/rejected': -3.299747943878174, 'epoch': 0.0}
{'loss': 0.4104, 'grad_norm': 45.62832260131836, 'learning_rate': 1.4000000000000001e-05, 'rewards/chosen': -0.25515806674957275, 'rewards/rejected': -1.0646787881851196, 'rewards/accuracies': 0.75, 'rewards/margins': 0.8095207810401917, 'logps/chosen': -175.6354217529297, 'logps/rejected': -307.32147216796875, 'logits/chosen': -3.287454128265381, 'logits/rejected': -3.228034496307373, 'epoch': 0.0}
{'loss': 0.5652, 'grad_norm': 51.284217834472656, 'learning_rate': 1.5e-05, 'rewards/chosen': -0.4548845887184143, 'rewards/rejected': -0.8605949878692627, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.405710369348526, 'logps/chosen': -189.52093505859375, 'logps/rejected': -208.8973846435547, 'logits/chosen': -2.8685455322265625, 'logits/rejected': -3.188091516494751, 'epoch': 0.0}
{'loss': 0.3082, 'grad_norm': 36.47838592529297, 'learning_rate': 1.6000000000000003e-05, 'rewards/chosen': -0.3595408499240875, 'rewards/rejected': -1.6679166555404663, 'rewards/accuracies': 0.875, 'rewards/margins': 1.3083758354187012, 'logps/chosen': -108.74042510986328, 'logps/rejected': -223.23361206054688, 'logits/chosen': -3.2489919662475586, 'logits/rejected': -3.206721782684326, 'epoch': 0.0}
{'loss': 0.408, 'grad_norm': 24.69888687133789, 'learning_rate': 1.7000000000000003e-05, 'rewards/chosen': -0.4296499490737915, 'rewards/rejected': -1.6228785514831543, 'rewards/accuracies': 0.625, 'rewards/margins': 1.1932284832000732, 'logps/chosen': -181.9005126953125, 'logps/rejected': -277.4765625, 'logits/chosen': -3.0839433670043945, 'logits/rejected': -3.2269556522369385, 'epoch': 0.0}
{'loss': 0.3739, 'grad_norm': 43.289730072021484, 'learning_rate': 1.8e-05, 'rewards/chosen': -0.6114332675933838, 'rewards/rejected': -2.0332555770874023, 'rewards/accuracies': 0.625, 'rewards/margins': 1.421822428703308, 'logps/chosen': -314.794189453125, 'logps/rejected': -309.04852294921875, 'logits/chosen': -3.1688551902770996, 'logits/rejected': -3.2823004722595215, 'epoch': 0.0}
{'loss': 0.2305, 'grad_norm': 11.78857421875, 'learning_rate': 1.9e-05, 'rewards/chosen': -0.42965400218963623, 'rewards/rejected': -2.6676836013793945, 'rewards/accuracies': 0.75, 'rewards/margins': 2.2380294799804688, 'logps/chosen': -158.9381103515625, 'logps/rejected': -267.2938232421875, 'logits/chosen': -3.238278388977051, 'logits/rejected': -3.2630560398101807, 'epoch': 0.0}
{'loss': 0.3122, 'grad_norm': 36.961544036865234, 'learning_rate': 2e-05, 'rewards/chosen': -1.0311541557312012, 'rewards/rejected': -3.205559253692627, 'rewards/accuracies': 0.75, 'rewards/margins': 2.174405097961426, 'logps/chosen': -238.4879608154297, 'logps/rejected': -357.63525390625, 'logits/chosen': -3.1904730796813965, 'logits/rejected': -3.232919216156006, 'epoch': 0.0}
{'loss': 0.3707, 'grad_norm': 29.93018341064453, 'learning_rate': 2.1e-05, 'rewards/chosen': -1.0042804479599, 'rewards/rejected': -2.3368918895721436, 'rewards/accuracies': 0.625, 'rewards/margins': 1.3326114416122437, 'logps/chosen': -229.4258575439453, 'logps/rejected': -229.82928466796875, 'logits/chosen': -3.2352380752563477, 'logits/rejected': -3.2046589851379395, 'epoch': 0.0}
{'loss': 0.3344, 'grad_norm': 44.406036376953125, 'learning_rate': 2.2000000000000003e-05, 'rewards/chosen': -1.2332205772399902, 'rewards/rejected': -3.690230369567871, 'rewards/accuracies': 0.625, 'rewards/margins': 2.45701003074646, 'logps/chosen': -228.92298889160156, 'logps/rejected': -266.1197814941406, 'logits/chosen': -3.2318615913391113, 'logits/rejected': -3.171008825302124, 'epoch': 0.0}
{'loss': 0.2116, 'grad_norm': 25.356069564819336, 'learning_rate': 2.3000000000000003e-05, 'rewards/chosen': -1.4211112260818481, 'rewards/rejected': -3.9892609119415283, 'rewards/accuracies': 0.875, 'rewards/margins': 2.5681495666503906, 'logps/chosen': -300.64227294921875, 'logps/rejected': -304.1346740722656, 'logits/chosen': -3.1738617420196533, 'logits/rejected': -3.2311604022979736, 'epoch': 0.0}
{'loss': 0.1828, 'grad_norm': 49.57347869873047, 'learning_rate': 2.4e-05, 'rewards/chosen': -1.4796209335327148, 'rewards/rejected': -5.089930534362793, 'rewards/accuracies': 0.875, 'rewards/margins': 3.610309600830078, 'logps/chosen': -157.9432830810547, 'logps/rejected': -260.63427734375, 'logits/chosen': -2.9388375282287598, 'logits/rejected': -3.0225183963775635, 'epoch': 0.0}
{'loss': 0.3139, 'grad_norm': 26.6724796295166, 'learning_rate': 2.5e-05, 'rewards/chosen': -1.2832796573638916, 'rewards/rejected': -4.319731712341309, 'rewards/accuracies': 0.625, 'rewards/margins': 3.036451816558838, 'logps/chosen': -203.94766235351562, 'logps/rejected': -286.2198181152344, 'logits/chosen': -2.957878589630127, 'logits/rejected': -3.0156519412994385, 'epoch': 0.0}
{'loss': 0.4033, 'grad_norm': 57.322486877441406, 'learning_rate': 2.6000000000000002e-05, 'rewards/chosen': -1.5710792541503906, 'rewards/rejected': -5.0396728515625, 'rewards/accuracies': 0.625, 'rewards/margins': 3.4685935974121094, 'logps/chosen': -217.12295532226562, 'logps/rejected': -320.65185546875, 'logits/chosen': -3.13024640083313, 'logits/rejected': -3.0589747428894043, 'epoch': 0.0}
{'loss': 0.2513, 'grad_norm': 13.578740119934082, 'learning_rate': 2.7000000000000002e-05, 'rewards/chosen': -1.6867200136184692, 'rewards/rejected': -4.9098358154296875, 'rewards/accuracies': 0.6875, 'rewards/margins': 3.2231154441833496, 'logps/chosen': -208.0380401611328, 'logps/rejected': -286.4640808105469, 'logits/chosen': -3.21066951751709, 'logits/rejected': -3.07566499710083, 'epoch': 0.0}
{'loss': 0.3336, 'grad_norm': 54.20981979370117, 'learning_rate': 2.8000000000000003e-05, 'rewards/chosen': -1.0616670846939087, 'rewards/rejected': -5.230484962463379, 'rewards/accuracies': 0.6875, 'rewards/margins': 4.168817520141602, 'logps/chosen': -172.4148406982422, 'logps/rejected': -266.766357421875, 'logits/chosen': -3.048549175262451, 'logits/rejected': -2.992831230163574, 'epoch': 0.0}
{'loss': 0.1389, 'grad_norm': 4.5593438148498535, 'learning_rate': 2.9e-05, 'rewards/chosen': -1.3172755241394043, 'rewards/rejected': -7.157326698303223, 'rewards/accuracies': 0.8125, 'rewards/margins': 5.840051174163818, 'logps/chosen': -221.9310302734375, 'logps/rejected': -333.5098876953125, 'logits/chosen': -3.1565866470336914, 'logits/rejected': -3.175063371658325, 'epoch': 0.0}
{'loss': 0.3355, 'grad_norm': 36.39723587036133, 'learning_rate': 3e-05, 'rewards/chosen': -1.4184861183166504, 'rewards/rejected': -4.140050888061523, 'rewards/accuracies': 0.625, 'rewards/margins': 2.721565008163452, 'logps/chosen': -178.43399047851562, 'logps/rejected': -225.48846435546875, 'logits/chosen': -3.195930004119873, 'logits/rejected': -3.146101951599121, 'epoch': 0.0}
{'loss': 0.1885, 'grad_norm': 6.803501129150391, 'learning_rate': 3.1e-05, 'rewards/chosen': -1.2234874963760376, 'rewards/rejected': -6.479341506958008, 'rewards/accuracies': 0.75, 'rewards/margins': 5.255854606628418, 'logps/chosen': -157.7356414794922, 'logps/rejected': -305.9666748046875, 'logits/chosen': -3.0847301483154297, 'logits/rejected': -3.150240421295166, 'epoch': 0.0}
{'loss': 0.1726, 'grad_norm': 19.23398780822754, 'learning_rate': 3.2000000000000005e-05, 'rewards/chosen': -1.2045814990997314, 'rewards/rejected': -7.032141208648682, 'rewards/accuracies': 0.8125, 'rewards/margins': 5.827559471130371, 'logps/chosen': -142.39308166503906, 'logps/rejected': -284.5357971191406, 'logits/chosen': -3.1110496520996094, 'logits/rejected': -3.106330633163452, 'epoch': 0.0}
{'loss': 0.1776, 'grad_norm': 3.524266242980957, 'learning_rate': 3.3e-05, 'rewards/chosen': -0.597223699092865, 'rewards/rejected': -7.860715866088867, 'rewards/accuracies': 0.75, 'rewards/margins': 7.263492107391357, 'logps/chosen': -184.74539184570312, 'logps/rejected': -380.3460388183594, 'logits/chosen': -2.9195563793182373, 'logits/rejected': -2.990060329437256, 'epoch': 0.0}
{'loss': 0.1911, 'grad_norm': 23.236312866210938, 'learning_rate': 3.4000000000000007e-05, 'rewards/chosen': -0.8697381019592285, 'rewards/rejected': -6.891199111938477, 'rewards/accuracies': 0.75, 'rewards/margins': 6.021461009979248, 'logps/chosen': -110.67073059082031, 'logps/rejected': -261.7823486328125, 'logits/chosen': -2.912294626235962, 'logits/rejected': -3.11881685256958, 'epoch': 0.0}
{'loss': 0.0096, 'grad_norm': 3.2700252532958984, 'learning_rate': 3.5e-05, 'rewards/chosen': -1.476377010345459, 'rewards/rejected': -7.990032196044922, 'rewards/accuracies': 1.0, 'rewards/margins': 6.513655662536621, 'logps/chosen': -185.96347045898438, 'logps/rejected': -275.232666015625, 'logits/chosen': -3.0961055755615234, 'logits/rejected': -3.0683202743530273, 'epoch': 0.0}
{'loss': 0.3473, 'grad_norm': 0.5168872475624084, 'learning_rate': 3.6e-05, 'rewards/chosen': -1.0683262348175049, 'rewards/rejected': -6.349852561950684, 'rewards/accuracies': 0.5, 'rewards/margins': 5.281525611877441, 'logps/chosen': -197.85203552246094, 'logps/rejected': -308.3212890625, 'logits/chosen': -3.032050609588623, 'logits/rejected': -2.989708423614502, 'epoch': 0.0}
{'loss': 0.2666, 'grad_norm': 25.508970260620117, 'learning_rate': 3.7e-05, 'rewards/chosen': -0.7224998474121094, 'rewards/rejected': -6.861928939819336, 'rewards/accuracies': 0.6875, 'rewards/margins': 6.139428615570068, 'logps/chosen': -213.95172119140625, 'logps/rejected': -347.529296875, 'logits/chosen': -3.0447757244110107, 'logits/rejected': -3.0628199577331543, 'epoch': 0.0}
{'loss': 0.2976, 'grad_norm': 40.0610237121582, 'learning_rate': 3.8e-05, 'rewards/chosen': -1.7158373594284058, 'rewards/rejected': -6.532654285430908, 'rewards/accuracies': 0.625, 'rewards/margins': 4.816817283630371, 'logps/chosen': -240.79827880859375, 'logps/rejected': -289.53466796875, 'logits/chosen': -3.039991855621338, 'logits/rejected': -3.0504214763641357, 'epoch': 0.0}
{'loss': 0.1596, 'grad_norm': 39.98830032348633, 'learning_rate': 3.9000000000000006e-05, 'rewards/chosen': -0.277555912733078, 'rewards/rejected': -7.349641799926758, 'rewards/accuracies': 0.8125, 'rewards/margins': 7.072085857391357, 'logps/chosen': -121.02664947509766, 'logps/rejected': -274.23150634765625, 'logits/chosen': -2.9997315406799316, 'logits/rejected': -3.095289468765259, 'epoch': 0.0}
{'loss': 0.26, 'grad_norm': 0.11349029839038849, 'learning_rate': 4e-05, 'rewards/chosen': -1.1428112983703613, 'rewards/rejected': -7.505215644836426, 'rewards/accuracies': 0.625, 'rewards/margins': 6.362403869628906, 'logps/chosen': -138.0160675048828, 'logps/rejected': -287.8846740722656, 'logits/chosen': -3.0208370685577393, 'logits/rejected': -3.001948833465576, 'epoch': 0.0}
{'loss': 0.3387, 'grad_norm': 66.16461181640625, 'learning_rate': 4.1e-05, 'rewards/chosen': -1.3463627099990845, 'rewards/rejected': -7.444164276123047, 'rewards/accuracies': 0.6875, 'rewards/margins': 6.097801208496094, 'logps/chosen': -233.78713989257812, 'logps/rejected': -353.9573974609375, 'logits/chosen': -2.975839614868164, 'logits/rejected': -2.9243083000183105, 'epoch': 0.0}
{'loss': 0.1943, 'grad_norm': 38.058021545410156, 'learning_rate': 4.2e-05, 'rewards/chosen': -0.2813038229942322, 'rewards/rejected': -10.035218238830566, 'rewards/accuracies': 0.8125, 'rewards/margins': 9.753914833068848, 'logps/chosen': -135.20590209960938, 'logps/rejected': -363.6373291015625, 'logits/chosen': -3.018760919570923, 'logits/rejected': -3.0579147338867188, 'epoch': 0.0}
{'loss': 0.3308, 'grad_norm': 49.16572189331055, 'learning_rate': 4.3e-05, 'rewards/chosen': -1.1394964456558228, 'rewards/rejected': -8.374370574951172, 'rewards/accuracies': 0.5625, 'rewards/margins': 7.234874725341797, 'logps/chosen': -241.6203155517578, 'logps/rejected': -378.4914855957031, 'logits/chosen': -2.556009292602539, 'logits/rejected': -2.727156639099121, 'epoch': 0.0}
{'loss': 0.176, 'grad_norm': 2.05873966217041, 'learning_rate': 4.4000000000000006e-05, 'rewards/chosen': -0.8634812831878662, 'rewards/rejected': -8.498016357421875, 'rewards/accuracies': 0.75, 'rewards/margins': 7.63453483581543, 'logps/chosen': -174.86715698242188, 'logps/rejected': -304.6500244140625, 'logits/chosen': -2.9144086837768555, 'logits/rejected': -2.9423909187316895, 'epoch': 0.0}
{'loss': 0.1146, 'grad_norm': 35.84437942504883, 'learning_rate': 4.5e-05, 'rewards/chosen': -0.25551658868789673, 'rewards/rejected': -10.255440711975098, 'rewards/accuracies': 0.875, 'rewards/margins': 9.999923706054688, 'logps/chosen': -152.6886444091797, 'logps/rejected': -320.1959533691406, 'logits/chosen': -3.0188345909118652, 'logits/rejected': -3.0648577213287354, 'epoch': 0.0}
{'loss': 0.3515, 'grad_norm': 44.19456481933594, 'learning_rate': 4.600000000000001e-05, 'rewards/chosen': -1.39121675491333, 'rewards/rejected': -8.239935874938965, 'rewards/accuracies': 0.625, 'rewards/margins': 6.848719596862793, 'logps/chosen': -298.4156188964844, 'logps/rejected': -387.9582824707031, 'logits/chosen': -2.901376962661743, 'logits/rejected': -2.949383020401001, 'epoch': 0.0}
{'loss': 0.2196, 'grad_norm': 23.253231048583984, 'learning_rate': 4.7e-05, 'rewards/chosen': -0.6494092345237732, 'rewards/rejected': -7.5050048828125, 'rewards/accuracies': 0.75, 'rewards/margins': 6.855594635009766, 'logps/chosen': -254.8318634033203, 'logps/rejected': -351.4455871582031, 'logits/chosen': -2.9292426109313965, 'logits/rejected': -3.0190987586975098, 'epoch': 0.0}
{'loss': 0.1996, 'grad_norm': 36.51143264770508, 'learning_rate': 4.8e-05, 'rewards/chosen': -0.5103946924209595, 'rewards/rejected': -10.147661209106445, 'rewards/accuracies': 0.75, 'rewards/margins': 9.637264251708984, 'logps/chosen': -198.95217895507812, 'logps/rejected': -431.27813720703125, 'logits/chosen': -2.740208387374878, 'logits/rejected': -2.7554683685302734, 'epoch': 0.0}
{'loss': 0.312, 'grad_norm': 47.29216003417969, 'learning_rate': 4.9e-05, 'rewards/chosen': -0.3479117751121521, 'rewards/rejected': -6.961729526519775, 'rewards/accuracies': 0.75, 'rewards/margins': 6.61381721496582, 'logps/chosen': -133.29690551757812, 'logps/rejected': -275.5052185058594, 'logits/chosen': -2.990891456604004, 'logits/rejected': -2.9266092777252197, 'epoch': 0.0}
{'loss': 0.2627, 'grad_norm': 37.145938873291016, 'learning_rate': 5e-05, 'rewards/chosen': -0.38044801354408264, 'rewards/rejected': -7.358664512634277, 'rewards/accuracies': 0.6875, 'rewards/margins': 6.978217124938965, 'logps/chosen': -230.8140869140625, 'logps/rejected': -341.3821105957031, 'logits/chosen': -2.912508487701416, 'logits/rejected': -2.8745193481445312, 'epoch': 0.0}
{'loss': 0.2461, 'grad_norm': 30.04629135131836, 'learning_rate': 4.999939076763487e-05, 'rewards/chosen': -0.2697397768497467, 'rewards/rejected': -7.052940368652344, 'rewards/accuracies': 0.6875, 'rewards/margins': 6.783201217651367, 'logps/chosen': -328.87677001953125, 'logps/rejected': -318.3653869628906, 'logits/chosen': -2.981074810028076, 'logits/rejected': -2.988860845565796, 'epoch': 0.0}
